"slug","title_tr","top_category_slug","mapping_confidence","decision","main_category","reason"
"service-piyano-tasima","Piyano Tasima","service-moving-logistics","medium","manual_review","","no_match"
"service-poster-baski","Poster Baski","service-print-sign-ad","medium","manual_review","","no_match"
"service-pvc-asma-tavan","Pvc Asma Tavan","service-construction-renovation","medium","manual_review","","no_match"
"service-reklam-oyuncusu","Reklam Oyuncusu","service-print-sign-ad","medium","manual_review","","no_match"
"service-robotik-kodlama-egitimi","Robotik Kodlama Egitimi","service-education-lessons","medium","manual_review","","no_match"
"service-sac-ve-makyaj","Sac Ve Makyaj","service-beauty-fashion","medium","manual_review","","no_match"
"service-saz-ekibi","Saz Ekibi","service-events-organization","medium","manual_review","","no_match"
"service-ses-egitimi","Ses Egitimi","service-education-lessons","medium","manual_review","","no_match"
"service-ses-terapisi","Ses Terapisi","service-health-care","medium","manual_review","","no_match"
"service-ses-yalitimi","Ses Yalitimi","service-construction-renovation","medium","manual_review","","no_match"
"service-su-yalitimi","Su Yalitimi","service-construction-renovation","medium","manual_review","","no_match"
"service-takim-elbise-kuru-temizleme","Takim Elbise Kuru Temizleme","service-home-cleaning","medium","manual_review","","no_match"
"service-tayt-imalati","Tayt Imalati","service-home-furniture-wood","medium","manual_review","","no_match"
"service-termostatik-vana-degisimi","Termostatik Vana Degisimi","service-repair-maintenance","medium","manual_review","","no_match"
"service-tir-ehliyet-kursu","Tir Ehliyet Kursu","service-education-lessons","medium","manual_review","","no_match"
"service-traktor-tasima","Traktor Tasima","service-moving-logistics","medium","manual_review","","no_match"
"service-traverten-tas-doseme","Traverten Tas Doseme","service-construction-renovation","medium","manual_review","","no_match"
"service-tv-unitesi-boyama","Tv Unitesi Boyama","service-construction-renovation","medium","manual_review","","no_match"
"service-ukulele-dersi","Ukulele Dersi","service-education-lessons","medium","manual_review","","no_match"
"service-veri-girisi","Veri Girisi","service-design-software-marketing","medium","manual_review","","no_match"
"service-yagli-boya-resim-dersi","Yagli Boya Resim Dersi","service-construction-renovation","medium","manual_review","","no_match"
"service-yoga-kursu","Yoga Kursu","service-education-lessons","medium","manual_review","","no_match"
"service-yorgan-dikimi","Yorgan Dikimi","service-beauty-fashion","medium","manual_review","","no_match"
"service-acilir-kapanir-tente","Acilir Kapanir Tente","service-other","low","manual_review","","no_match"
"service-adli-bilisim-uzmani","Adli Bilisim Uzmani","service-other","low","manual_review","","no_match"
"service-alarm-sistemleri","Alarm Sistemleri","service-other","low","manual_review","","no_match"
"service-apartman-kamera-sistemleri","Apartman Kamera Sistemleri","service-other","low","manual_review","","no_match"
"service-bodyguard","Bodyguard","service-other","low","manual_review","","no_match"
"service-bungalov-evlilik-teklifi","Bungalov Evlilik Teklifi","service-other","low","manual_review","","no_match"
"service-celik-kasa-acma","Celik Kasa Acma","service-other","low","manual_review","","no_match"
"service-cicekci","Cicekci","service-other","low","manual_review","","no_match"
"service-cince-cevirmen","Cince Cevirmen","service-other","low","manual_review","","no_match"
"service-coklu-cekici","Coklu Cekici","service-other","low","manual_review","","no_match"
"service-dikey-perde","Dikey Perde","service-other","low","manual_review","","no_match"
"service-ehliyet-teorik-ders","Ehliyet Teorik Ders","service-other","low","manual_review","","no_match"
"service-ekspertiz","Ekspertiz","service-other","low","manual_review","","no_match"
"service-engelli-asansoru","Engelli Asansoru","service-other","low","manual_review","","no_match"
"service-evde-reformer-pilates","Evde Reformer Pilates","service-other","low","manual_review","","no_match"
"service-fason-parfum-uretimi","Fason Parfum Uretimi","service-other","low","manual_review","","no_match"
"service-glutensiz-pasta","Glutensiz Pasta","service-other","low","manual_review","","no_match"
"service-gunluk-asistan","Gunluk Asistan","service-other","low","manual_review","","no_match"
"service-icerik-editoru","Icerik Editoru","service-other","low","manual_review","","no_match"
"service-ifraz-islemi","Ifraz Islemi","service-other","low","manual_review","","no_match"
"service-iliski-kocu","Iliski Kocu","service-other","low","manual_review","","no_match"
"service-italyanca-cevirmen","Italyanca Cevirmen","service-other","low","manual_review","","no_match"
"service-kanepe-yikama","Kanepe Yikama","service-other","low","manual_review","","no_match"
"service-kapi-alti-kesme","Kapi Alti Kesme","service-other","low","manual_review","","no_match"
"service-karbon-fiber-guclendirme","Karbon Fiber Guclendirme","service-other","low","manual_review","","no_match"
"service-kilit-tasi","Kilit Tasi","service-other","low","manual_review","","no_match"
"service-kornis","Kornis","service-other","low","manual_review","","no_match"
"service-kumanda-kopyalama","Kumanda Kopyalama","service-other","low","manual_review","","no_match"
"service-kus-filesi","Kus Filesi","service-other","low","manual_review","","no_match"
"service-logar-acma","Logar Acma","service-other","low","manual_review","","no_match"
"service-magaza-raf-sistemleri","Magaza Raf Sistemleri","service-other","low","manual_review","","no_match"
"service-makine-teknik-resim","Makine Teknik Resim","service-other","low","manual_review","","no_match"
"service-mermer-delme","Mermer Delme","service-other","low","manual_review","","no_match"
"service-miknatisli-pencere-sinekligi","Miknatisli Pencere Sinekligi","service-other","low","manual_review","","no_match"
"service-minibus-taksi","Minibus Taksi","service-other","low","manual_review","","no_match"
"service-mozaik-mezar","Mozaik Mezar","service-other","low","manual_review","","no_match"
"service-otizm-yasam-kocu","Otizm Yasam Kocu","service-other","low","manual_review","","no_match"
"service-rusca-cevirmen","Rusca Cevirmen","service-other","low","manual_review","","no_match"
"service-rutubet-giderme","Rutubet Giderme","service-other","low","manual_review","","no_match"
"service-sehir-ici-kargo","Sehir Ici Kargo","service-other","low","manual_review","","no_match"
"service-serum-takma","Serum Takma","service-other","low","manual_review","","no_match"
"service-sigorta-acentesi","Sigorta Acentesi","service-other","low","manual_review","","no_match"
"service-src-belgesi","Src Belgesi","service-other","low","manual_review","","no_match"
"service-supurgelik","Supurgelik","service-other","low","manual_review","","no_match"
"service-tekstil-kalip-cikarma","Tekstil Kalip Cikarma","service-other","low","manual_review","","no_match"
"service-tuvalet-tikanikligi-acma","Tuvalet Tikanikligi Acma","service-other","low","manual_review","","no_match"
"service-urun-render","Urun Render","service-other","low","manual_review","","no_match"
"service-uyku-kocu","Uyku Kocu","service-other","low","manual_review","","no_match"
"service-valorant-kocu","Valorant Kocu","service-other","low","manual_review","","no_match"
"service-yabanci-ikamet-izni","Yabanci Ikamet Izni","service-other","low","manual_review","","no_match"
"service-yakin-koruma","Yakin Koruma","service-other","low","manual_review","","no_match"
